ID,Target
ID_WN9KXTKKMA,0
ID_8G73JSYY3W,0
ID_8SYAII6UR0,0
ID_XG1DJHJ7FJ,0
ID_IMWPJ5JVXB,0
ID_8DATH5ZNUL,0
ID_8BIZJ399S5,1
ID_VXQJX0AFKP,0
ID_XWRAYH9OI7,0
ID_MS2X564QCF,0
ID_GGLU0OVJG9,0
ID_VCP5RWJEHS,1
ID_QPPT7H5OFH,1
ID_M7RADI6BSP,0
ID_98N5CVBOKU,0
ID_AZUE5IDNT8,1
ID_ZBO22L1YOK,0
ID_ATPOML8CL9,0
ID_BK220UPCIU,1
ID_XIHYG3Q3AG,0
ID_YOEIA5H4PJ,1
ID_Q9IQPKJMFC,1
ID_W9L1WXRB86,0
ID_I3ZPBJL26Y,0
ID_VART069818,0
ID_01NI44JROX,1
ID_95ZDF8Q50I,0
ID_BNSSNMTUP2,1
ID_8G1V8H48J7,0
ID_RZ10YBPRW5,0
ID_HM813V1SHP,0
ID_LOM7Y6T5W4,0
ID_1BIXCQXG1D,1
ID_S9SJZP8OT8,0
ID_BZ80P63541,0
ID_GMFR7HERB7,1
ID_06TGN24ZLS,0
ID_KJQVDD1GP0,0
ID_S6ZQ9IAK9O,0
ID_JPHAEX7K23,0
ID_RYOVA5UUQM,0
ID_FLMJPL5NDV,1
ID_5CDMUM2RD1,0
ID_8BHQRPMTCM,1
ID_PKBN9W35VF,0
ID_DGF3SQDWRW,0
ID_EOGOBNE6IS,1
ID_LNHWNPAZUP,1
ID_Y01W7WFKRH,1
ID_MAKL0LOP8Z,0
ID_BJ5EA4W4D4,0
ID_PF6VIKKS0F,0
ID_5IJ93SBO5G,0
ID_W1OZV1URBG,0
ID_J5EXUO0TFR,0
ID_IC4TA94SMW,1
ID_JOFBX5CX4L,1
ID_NTJCWYBA1H,0
ID_FFYF4BORBF,0
ID_HN2JJSOT7F,1
ID_WZD6G3PQJ7,0
ID_8UL1VBI8EE,0
ID_L2AZHWN1O0,1
ID_JJPSOVIWN7,1
ID_CQ4VTEY9M5,0
ID_CTS9TYPJ23,1
ID_ZFF3KTTI5E,0
ID_G62205WSUX,0
ID_SUSLMTDLV8,0
ID_CEHKQA798I,0
ID_DSOB1JSK61,1
ID_QKOZAEIKZZ,0
ID_V6OAU2DKHY,0
ID_1NHURHWZDH,1
ID_KR9EZMXNIN,0
ID_S4T86N7C21,1
ID_G7VED28ESN,0
ID_H7CR4BSMNS,0
ID_TZBJSR5RZZ,0
ID_2J7MGO5MB0,0
ID_AMRL3OV0FX,1
ID_ZW2229LSA5,0
ID_XIPV6SE9P2,0
ID_PIFPAQW8KM,0
ID_3YXASH3IZ2,0
ID_81SVGQ790L,1
ID_GXPNCZ45VO,1
ID_O6900UGYR7,1
ID_GL7MAST7JI,0
ID_D00KBLKTNB,0
ID_FSPT1U4FUT,0
ID_4S5XW0J2ML,0
ID_ZXS0T2F5D9,0
ID_5BA25Q14XN,0
ID_5AWDXFU8M3,0
ID_EF2LRLAD89,0
ID_54Z7IRH3FU,1
ID_H86F3CCUKI,0
ID_B7FQWBAGEI,0
ID_6E3LXPS4UD,0
ID_36NKXDRMLM,0
ID_H8YVS928UV,0
ID_WIJAPBXZMD,0
ID_09L75OIRAO,0
ID_MTRIOCSGPQ,0
ID_OCSCWDN8CY,0
ID_Q30RB0WDJS,0
ID_KF29TRVEJP,1
ID_8TY2Q5XWM2,0
ID_VOUV8BC3GQ,1
ID_YC3ZK4OFLV,0
ID_RHYFPH7I44,1
ID_X33VZRZD4G,0
ID_5CA4LIYC0F,1
ID_K4V0SU2OUO,0
ID_PTJD12VBBU,0
ID_SZQHGJ63DH,1
ID_FS90IBXPM4,1
ID_MQ87CYISEB,0
ID_PQX7ZX5TQX,0
ID_YZB8PYR3HZ,0
ID_9L899I0HW8,0
ID_TVY59KSKJJ,0
ID_79PENVE7JT,0
ID_DW11SC04CA,0
ID_JJU8F2T9US,1
ID_DNXPB6WA0B,0
ID_21N0VTHWGO,0
ID_9TGZIV5J78,0
ID_UDTNC9B06F,0
ID_LRJEDN1GEL,0
ID_JSRBGVCQKE,1
ID_7MDQ2TA3P1,0
ID_6COG7AMYY4,0
ID_RX0NA5F9PU,0
ID_2GR9AMQV2Q,0
ID_ET0F78CQJ2,0
ID_NW4PD5ABI1,1
ID_EVXVD82SGK,1
ID_7ZMDW2UA7C,0
ID_J01L4G2V2K,0
ID_2XJQ1XNY55,0
ID_X694CDRM5F,0
ID_VVV2278RBB,0
ID_5KK9AH5W0R,0
ID_PFMIFA5ZVZ,0
ID_BQSQURG78E,1
ID_WZPKVD29IH,1
ID_7ONQW4ZILP,1
ID_7TY0L1NKDS,0
ID_X5VIEV7Y7O,0
ID_32835RI7Y3,0
ID_MEKM6760FT,0
ID_0WP7ZV0EBV,1
ID_8KCBCG5O3V,0
ID_3RREDWGUJW,0
ID_W53QK2P6DQ,0
ID_EU08UG06FM,1
ID_P8KQT702DN,1
ID_Y8WNT6WVBJ,0
ID_FJ857PBY8Z,0
ID_7YUCEKTAND,0
ID_Q3HCAE0LGT,0
ID_9KU2WUH5F0,0
ID_RBLPGJPVQB,1
ID_7JJ1B44YK9,0
ID_TKSPIAUVQG,0
ID_CNB0EQMEYQ,1
ID_GWU1UQNP2W,1
ID_GDPWCHP8A9,0
ID_SPBV3FJZY5,1
ID_7YFS5T5SXT,0
ID_11FMA8FK3B,0
ID_DL4RSANF3J,0
ID_9394GDHOE0,0
ID_IDWQH246Z3,0
ID_062TBZPZL0,0
ID_YQ8Q49V8NS,1
ID_Z6WRCD8SR3,0
ID_K9S6D8Q098,0
ID_R5G71KP3JD,1
ID_W3ZIZBQ0L9,1
ID_DJ8B3GLPPM,0
ID_XNL3BVE50J,0
ID_HDTKHU1B3G,0
ID_BF00R0L2TJ,0
ID_WTZRC0QEYK,0
ID_FEMCAEOUDB,0
ID_B08ZU023EY,0
ID_QGNVYUSIWN,0
ID_3EVBL5HXC7,0
ID_C0B5AMTBO6,1
ID_PFFOCERJ0X,1
ID_7TV7G63RGM,1
ID_LFXUBTSWKY,0
ID_XELOWU5QER,1
ID_L3GX8GBVSY,0
ID_R5MVHMTTMZ,1
ID_RNRBP8AJDL,0
ID_TFSU2CPS7P,0
ID_SF5C0ZY29V,0
ID_6W575XR68B,0
ID_UDMRA4IBF9,0
ID_V9FFELXPJ8,1
ID_FQBP7Z1IVJ,1
ID_R2Y0CMEZG7,0
ID_XDJ1OM41AB,0
ID_UVLICTWM8U,1
ID_KW7908ATUL,0
ID_ROU496EGX4,0
ID_FSF1FRWL5M,0
ID_CV1TLVLLHG,0
ID_XHWTIZXE3A,0
ID_ZLEFJVZ63H,0
ID_IBPCUXQ588,0
ID_81VDGGMN5A,0
ID_EQNX32639Q,0
ID_VMW20M8ZEN,0
ID_8UAT1LNJ1Y,0
ID_JZW5JN71W1,0
ID_NIW5FC0EIP,0
ID_QM55ZPCPS5,0
ID_I12OEGE1C0,1
ID_UFRDONJPCS,0
ID_NII31BKSCS,0
ID_KY9B5Y2YE6,0
ID_8U887LAHMU,0
ID_AGK3QH5F2W,0
ID_KVN5YRA8XR,1
ID_UH1KOMM5KK,0
ID_LKTVVJB79D,0
ID_NESJH7KT53,0
ID_S72EL3R16J,1
ID_QNIYZU4QV8,1
ID_HH930YQHMN,0
ID_P7H56GZER2,0
ID_R3YVKTU7E5,1
ID_MXV709X7A3,0
ID_LJK3I94FG1,1
ID_KQHM0Y2RTQ,1
ID_TSDHQDAPJF,0
ID_GF5NYF9P9I,0
ID_REDDO42OC8,0
ID_UOEQIDP4JV,0
ID_1B3IGXIZXN,0
ID_JINRRPS3OR,0
ID_8HN6QL2QWL,0
ID_0IYV4WX7I4,0
ID_TS52UYJURI,1
ID_BIM17D7Z8D,0
ID_AJ85DH8O8Y,0
ID_CKLEUD6GVQ,1
ID_TNEB99CQ36,0
ID_JC258H0VF9,0
ID_RT8AD7AH0J,0
ID_D9TAEY9HMB,0
ID_9JS4PERHMQ,0
ID_LF8O697QCF,1
ID_Z3FLCNS4BI,1
ID_ISLGDEW689,1
ID_N3F55WATI5,0
ID_5C7GVK0M6P,0
ID_1TFFRTDY2G,0
ID_JJHH55F0XP,0
ID_AFGP97PSLM,0
ID_RENASX2LH8,0
ID_25KBMDYJR2,1
ID_QM8UEFONFY,0
ID_C4FGIY0V5L,0
ID_EDR8OVB1UX,0
ID_4H9BOYRO3I,0
ID_NMIVWMQ8PS,1
ID_YYBQZ20GUR,0
ID_UFJB5JPN9I,0
ID_K1B8QDVMYS,1
ID_EFEEC8MNYD,0
ID_ZRSHFEPB86,0
ID_AJLGODUTYM,0
ID_NN9V10ANW5,0
ID_90H2SGM8DM,0
ID_NSNI690LOM,0
ID_J99PVKNQTM,1
ID_1O1M0BHQ1T,0
ID_1NDXX8H8HB,0
ID_0Q12DCAUWN,1
ID_54X2H8AIZT,1
ID_PM2KPTI672,0
ID_3WNPQSUNQ2,0
ID_6M6KB6MD2O,0
ID_HAX3FOQL81,1
ID_TM9XOJ4B68,0
ID_MVMSKQDHJE,0
ID_VASCHZWA8A,0
ID_L3EGJ12QXH,0
ID_J6DWRYO66S,0
ID_FO4N90NTQ6,0
ID_5WS8P00IYV,0
ID_6WGUA6DEXU,1
ID_IJL7BZNI3L,0
ID_YU6LXK1RGE,1
ID_4THJV3QG9I,1
ID_1EEIAR3NCQ,0
ID_2PJM1RUDGV,1
ID_IDOTWRNYF9,0
ID_WD97RXBD6U,1
ID_37S5ETK7JJ,0
ID_QJ9HXJSO4E,0
ID_2KS2GXPV7H,0
ID_3LPX0EECP3,0
ID_XH0PU3JNVI,0
ID_CWL2RAUKYX,0
ID_TVQ41GA05E,1
ID_L4JZTC3C5J,1
ID_AAI6IEPUKO,0
ID_SWWVGZW64N,0
ID_1VUQKKX531,1
ID_5C03MSAD8Q,1
ID_VDXSC40Y7Z,0
ID_VUDC8HIEPV,1
ID_KURGJ4AR12,0
ID_PDHZM9QN1Q,0
ID_PANX3H4EN4,0
ID_XAOCHHE9YT,0
ID_ENSLUKO15H,0
ID_26D0TEHS6Y,0
ID_K451P4MF5Q,0
ID_NIB4MT2BY2,1
ID_XZ3LTTMU23,1
ID_L68I2G764H,0
ID_RN4DADGV1Q,0
ID_SR3HDEU148,0
ID_SJTE5XCFB5,0
ID_G7XX5OU2WQ,0
ID_KRB7CYPY9W,1
ID_0E59VCIQQG,0
ID_AKPBVT0GO3,1
ID_3G55QSVQ9Z,0
ID_XL6ZB88Q1G,0
ID_B19RH65C2H,0
ID_Z7JJLWQ8ZP,0
ID_UBSL1VIAAJ,0
ID_31JO4D5PNU,1
ID_2UWNMH6E0I,0
ID_U4WA07FTOR,0
ID_T15X66H475,1
ID_FQKRIFG94A,0
ID_J7HHO01FKO,0
ID_6V0FBJ2HYI,0
ID_05NLOE4HT6,1
ID_6MPMAKC9C2,1
ID_FUHIHRLKFB,0
ID_FMDYUCJ714,0
ID_UPBHOBJ51J,0
ID_N7YY4H199K,0
ID_V7MPIETWBI,0
ID_O5RCLYPARC,0
ID_2NIKZPWYNH,1
ID_VDZAUGV3VW,0
ID_TYR6C9UGY9,0
ID_2HBY98IP2C,0
ID_YOVW5GFR8F,1
ID_K9E0P39P5D,0
ID_H4G258MLPK,0
ID_O4AYLACSP1,0
ID_7LC0IQMOC2,0
ID_9561E15EF5,0
ID_TRBI2P2ZUV,0
ID_8QT2UV84NQ,0
ID_64QCDXNWUP,0
ID_DDTRNAENP0,1
ID_8UBQ8UDN4A,1
ID_Z5O1GV0CGW,0
ID_FV5U3S2JBV,0
ID_8L6XK5ZJJY,0
ID_MF7BW6WQNJ,1
ID_KN3S2SWARM,0
ID_3U5PL44API,0
ID_00WKPK401X,0
ID_37H1FP5I1L,0
ID_B65PSFEO3H,0
ID_KPK3H8DFNU,1
ID_HS0KNGRF41,1
ID_QDNKFRV569,0
ID_R82YU1P2KJ,1
ID_SMAH2Z68L7,0
ID_1TMLDXSHWY,0
ID_QV2SBTPN3Q,0
ID_UU9F6RW89Q,1
ID_Z9TKBJ5LZT,1
ID_VAJ1091GHR,0
ID_F80T1X6ZDH,0
ID_DQ1T811R6F,0
ID_3XPC1PI4II,1
ID_EXALEGYKO1,0
ID_ZSCJ6EUZK3,1
ID_JPGKH37C32,0
ID_EBOBM42NQO,1
ID_5V2DX67LQH,0
ID_QZF8B6WZ9O,0
ID_0SPPH1R09L,0
ID_6GJ5OAC22Q,0
ID_EO3ND51QK1,0
ID_4NGJFDTAWV,0
ID_NXJ155DCSX,0
ID_2TP1YZKKT5,1
ID_W5E98RA7VK,0
ID_IPQ45CJK4H,0
ID_SHLDTAFRIO,0
ID_T377BRRIYQ,0
ID_2YZ5JYG4XB,0
ID_CQ1PIEPP9N,0
ID_V44N02QK40,0
ID_M5W4LF8KVD,0
ID_B2V1XSGB4Q,1
ID_COYRUR0DKR,1
ID_I9W5LR4QDO,0
ID_T4RHBZXAZT,0
ID_EU7WMZR9B0,0
ID_6N5R49ZNI2,0
ID_UXJR1IS5CE,0
ID_JTWHS1BAHC,0
ID_VBSKMTJQMN,0
ID_HF2VW8E28A,0
ID_0H74ZMTSH9,0
ID_IQGI2SXISN,0
ID_T3599Q3KQ6,1
ID_OZCE8KZHSB,0
ID_EILEOMUBHZ,0
ID_CZJUQ9AKZ1,1
ID_2VIJ875ADP,1
ID_8VWC1Y5T4M,1
ID_FJIA5EC207,1
ID_P3Y5GII18X,0
ID_CKFDBL2SIR,1
ID_XKRNNM450P,1
ID_AEYPSEIX2A,1
ID_X2N97CCDEH,0
ID_4OFHT38D7Z,0
ID_8WCBFN17IK,1
ID_UGEFFO858S,0
ID_ZO9S3OWV40,0
ID_D25DWXH0C9,0
ID_R5FDIB0OC1,0
ID_IHHE1PM77U,1
ID_AK79OFLL6H,0
ID_BMROWFU425,0
ID_JLZPPN151W,1
ID_572SG39RIJ,0
ID_46V1BOFBUL,0
ID_EI9KNGS78G,1
ID_KRZIXD04K5,0
ID_9KNJFDOACZ,0
ID_3FF10N77YS,1
ID_Q835U4D7BN,0
ID_GTTDMCX10K,1
ID_851SD7P48J,0
ID_NTYHS39MAR,0
ID_92UAPBIXIK,0
ID_DSUGQT4KSL,0
ID_0L7QNP2IVW,0
ID_QNQ4AXUY2Y,0
ID_HA4LRFMWAB,0
ID_RM7LM63JRL,1
ID_7XJ1SE0OWF,0
ID_T8HBN1L5BJ,1
ID_UKR5IW6ZGE,1
ID_THHU980H63,0
ID_YMCO4FN9GX,1
ID_RRBAUZV0YC,0
ID_XKXG62RT00,1
ID_KGJIE46KM5,0
ID_0EBIE73FGL,0
ID_7U2OP3I034,1
ID_PC4XG2VKDN,0
ID_QSCERX215Z,0
ID_IMQO7RL0DF,0
ID_F1ENQM82WC,1
ID_IG1VM02T40,0
ID_S31M90PNJY,0
ID_NX8FM0P7EN,0
ID_TJGC04RR2A,0
ID_75HDDCEO6G,0
ID_FVQD8SSHEI,0
ID_TZJALJEO8L,1
ID_8DSODH0M3T,0
ID_RG1JCOOB8M,1
ID_BZCITMYZOH,0
ID_M8COV50TMJ,0
ID_6OBN4BSTLN,1
ID_FZIDE6VO5Q,0
ID_YPQIX5VGRE,0
ID_PT2R4IPF4T,0
ID_HCASCIZ7HU,0
ID_BBNPTIJK8M,0
ID_VDD1MW9GJF,0
ID_9BL7RO2RJJ,0
ID_VT70XDP57T,0
ID_25OG7NDESQ,0
ID_Q6SOMPNALJ,0
ID_RGVB6P8GJ5,1
ID_MDD4K6RYGC,0
ID_HBOR22DHJ8,0
ID_V3I53I9LEW,0
ID_J1ZQS78C08,0
ID_SK9HEXSLLZ,0
ID_45ZFUX4ZUO,0
ID_QCRB3YPU94,0
ID_MMO9GRGIJ8,0
ID_D644B3HASZ,0
ID_14I21MZB8Q,0
ID_MTBKTNNZLS,1
ID_4ZEOJDVHEL,0
ID_EL2B7JWJKB,0
ID_GTS9LZ6WF3,0
ID_K8WH7GRGAL,0
ID_ZKVNBPW8U2,0
ID_GZ11G7OJ9J,1
ID_9FH5TIYULF,1
ID_8PL5GIV7ZE,0
ID_U1PBH4LY2M,0
ID_6IJF6KZJLH,1
ID_RPUFVXKDM0,0
ID_QT3VS1PPXM,0
ID_LB6H9IZUI0,0
ID_O81LDDH822,0
ID_329NLIWSVT,0
ID_RWB4W06CWG,0
ID_9ERLWH0SN3,0
ID_MMVW7JKQMU,0
ID_77IX1EEDBC,0
ID_OIDJOSMIGV,0
ID_WDTXDDF2HY,0
ID_W4OO9Y94V9,0
ID_19MTU7N8WV,0
ID_VHEN2V33TX,1
ID_ZB04IU4N6Q,0
ID_IPXVD9CS02,0
ID_PIQ4ZVCGLH,1
ID_D4NPF5F86K,0
ID_K0N9W9NKHE,0
ID_ZBHQGUVDYW,1
ID_VGVRW4YKBQ,0
ID_SE3U9W63DE,1
ID_OV9BLZ5XB8,0
ID_P6URR0UMBG,0
ID_6XLL3KXZ1H,1
ID_MJ827SG1ED,0
ID_RTXRSW0WRO,0
ID_3YIC41DNGQ,0
ID_4IDKGGV5L7,0
ID_I16FIT4V7S,0
ID_4FJYLYMAO8,1
ID_DHNK01WW1Y,1
ID_ACQGGYTR0L,0
ID_P0010BN0OD,0
ID_PKJEDSD81L,0
ID_PTW8RNFHWI,0
ID_934ZS4H0Z1,0
ID_TH5UT4ZNBH,0
ID_RTU3KWBKLA,0
ID_PMP9QGCSEW,0
ID_WOVW6QM6TN,0
ID_AFIGCKQ6ZN,0
ID_M53NXHW8CR,0
ID_F5OKG5ITD2,0
ID_AIWEFM7LW7,1
ID_LVX2KEA3X9,1
ID_8I2BIBQB5P,0
ID_JRV5A3HVDZ,1
ID_C4467GHTIW,0
ID_NYOWBJOAWW,0
ID_Y025QK3KL9,0
ID_MCB5QXHMZE,0
ID_MIIJRPV2AD,0
ID_X7B04F7AZZ,1
ID_U1N4ZZ84T7,0
ID_85NLG21PTU,1
ID_TRLRIIDZD4,1
ID_MZ9HAIH0AB,0
ID_EGDYIEW1OY,0
ID_MECB5T8G3P,0
ID_X3KBPILNY8,0
ID_C89IBRZBN2,0
ID_AFBX7O5LPE,0
ID_ZGE4OL1NCJ,1
ID_UPUYLYWQI4,0
ID_VZW3NLKOQ4,0
ID_FL45W5MM7Q,0
ID_IBCS7EY796,0
ID_CJM74Y916E,1
ID_3J3KJJYGJU,0
ID_M2CQW8QGAQ,0
ID_AMYEJYK7X7,1
ID_SV0EJSJ235,0
ID_2RLLD7LR5C,0
ID_QSOYTR1ZF4,1
ID_LT8HLAPBWF,0
ID_TKU0G9KOXF,0
ID_YV86QRBB4V,1
ID_ESEK7BKRD3,0
ID_ECVODZ5LI3,0
ID_RI1TKZRKYL,0
ID_V123EYT10A,0
ID_6U6K3USY3X,0
ID_6IJ7ZHC6J1,0
ID_QXTRS3O7D6,1
ID_MNMO2IU6PR,0
ID_CTNR61IQDV,0
ID_EPYZYOPSH5,0
ID_OPYH0KPSEE,0
ID_GAHWKILL25,0
ID_FS0E56TCAI,0
ID_AKO02XY6NP,0
ID_7NUENSMZWA,0
ID_SR3WLBNG83,0
ID_ESNOFF686A,0
ID_EYMAB64DP4,0
ID_1KBGYQ8UD4,0
ID_JI6CF3NC6H,0
ID_DHOYMCAIDN,1
ID_IEFM0SHH89,0
ID_99EENATB2U,0
ID_L9NGV2RYBI,1
ID_FSMH897850,0
ID_E54JBPUERJ,1
ID_VS21GEY3RG,0
ID_Q16DDS3AIY,0
ID_6UF4TUQR69,0
ID_PNYWYRCBBJ,1
ID_Y1746C8SII,0
ID_9Z9PJ2XKZU,0
ID_2US38YXDMV,1
ID_VAB3G5AIZJ,0
ID_ULRQQLM6U8,0
ID_1K7NEONNJI,0
ID_E5T9ASHUWS,0
ID_6KN4MHYW7M,1
ID_HI89KPOF8A,0
ID_5FQCWI5HL7,0
ID_I6YLH17CDD,0
ID_TVJGRC7ET8,0
ID_B0UQCYX0Y1,0
ID_VGAFRCLOAA,0
ID_3IIIH88LPN,0
ID_RRKCDCRTAV,0
ID_99QKCJR2PT,0
ID_92O0KI83IH,0
ID_1L1JJLSD24,0
ID_IPL2GQVGZC,1
ID_OUZXXDWHEU,0
ID_TIT9XIO00E,1
ID_7GH17JD0FB,0
ID_WDOPGMELOX,1
ID_CNC73KMGDC,0
ID_R4G3IIRJY4,0
ID_ZDD5AENKT6,0
ID_3WZQCFF5P8,0
ID_EJKBL33CDO,1
ID_OLFWN0NVCN,1
ID_SDVMADZLCQ,1
ID_F2ARWZMLNV,0
ID_5W9S9FMIO5,0
ID_H0KP3U0H69,1
ID_N15CW0CTBB,1
ID_NRPV5YKY0H,0
ID_V1P7QKRXXQ,1
ID_JN5E76JJ08,0
ID_CZHGD0900C,0
ID_Z9CBRRTERN,0
